-7.720782048147167842e+00,-1.442112457487078281e+00
-7.414451717006285136e+00,9.158524621361394669e-01
-1.053728316943499266e+01,-1.625249558068116995e+00
-8.670823502346868494e+00,4.594054358840689578e-01
-1.041224205731264085e+01,-1.620526259666797753e+00
-7.338494576650330892e+00,4.909391494254141675e-01
-9.171922468343202794e+00,-1.238067546347015879e+00
-7.910201483965759728e+00,-2.665389880021832303e-01
-7.145872194002027555e+00,3.122228418803663086e+00
-6.870600979334759550e+00,2.234330052033347780e+00
-7.207135471653316472e+00,1.747208815311544761e-01
-6.974732733559928732e+00,-8.485611546460644083e-01
-7.173069825737444560e+00,1.865457330605652386e-01
-6.662029958857040413e+00,-1.001114157201518307e+00
-8.262223121968785833e+00,-7.886900412699133778e-01
-7.117932089797189832e+00,1.452128951666373236e-01
-6.349741001501967297e+00,-1.180442878945491270e+00
-7.817426006796803328e+00,-1.057857874326211478e+00
-7.697716916785586783e+00,1.823657306830900104e+00
-7.092676024219005448e+00,-7.888879570303621858e-01
-7.111781603768658755e+00,1.257828888637819054e+00
-7.308952853697777918e+00,9.005220287725823614e-01
-6.676749129646315062e+00,2.385631571013201668e+00
-7.783085589252867642e+00,2.538714925081528406e+00
-6.298624191952097995e+00,-1.490249906162871119e+00
-7.659092934657824259e+00,-1.776600857788817045e-01
-7.356940950596253082e+00,1.790909540671378863e+00
-6.524705916073562761e+00,1.014129985491955210e+00
-7.212863269116845721e+00,7.644152006132006072e+00
-7.817382957843424407e+00,-8.869527703539496766e-02
-7.311529355304299926e+00,-1.294294137357300922e+00
-6.785102359844498388e+00,-1.730333104113383813e+00
-6.819979959424028237e+00,2.240459694980284411e+00
-6.284158589531091188e+00,-9.830771065448719037e-01
-8.529695425724220570e+00,-3.967831714937980481e-01
-1.065203254802712785e+01,-1.633932296318224342e+00
-9.160015649981847474e+00,-1.108172663863831620e+00
-6.903588731340722262e+00,9.377814917970308528e-01
-7.847988017223237023e+00,-5.068153711832779074e-01
-7.122538566448986863e+00,3.141396091396385870e+00
-8.412294970778992464e+00,4.415701761697306549e-01
-6.784946493120235012e+00,-1.632933172944991629e+00
-7.524247908978725974e+00,-1.674322782912704533e+00
-7.683775570591244275e+00,5.097230715560275849e-01
-7.743908724476595395e+00,7.480090958074248064e-01
-6.720777980512330885e+00,-1.145632716197499290e+00
-8.680217836939716491e+00,-1.071771019706612371e+00
-7.474198096344127684e+00,-1.922519239458208684e+00
-7.364752552788470297e+00,-1.404002124189601020e+00
-7.094696715805810960e+00,-7.124120977997377979e-01
-7.213504432109246522e+00,5.992791816002802641e-01
-6.910128196564038205e+00,-1.381370331644010907e+00
-7.265725381827712326e+00,4.696666871293531803e-02
-6.701077078068911952e+00,2.522369514228195442e+00
-8.807011777492126825e+00,7.403346965285917403e-02
-6.842870899691951614e+00,1.153878247014543668e+00
-7.737884096768169684e+00,1.559727061132464510e+00
-7.631801537980984484e+00,1.513964771891789240e+00
-6.916257939897043627e+00,-1.183810716042307476e+00
-8.599437119287223652e+00,-2.347657261100330572e+00
-6.689540343171057835e+00,1.782436324513978265e+00
-7.700106444701703801e+00,-1.645228158228710713e+00
-7.222899621315953311e+00,-1.183456440325917347e+00
-7.184111003578579790e+00,4.383480635899243971e-01
-7.557522218934632718e+00,-2.368245509630686196e-01
-7.293715312084394498e+00,1.209433966488797196e+00
-6.862779104369765903e+00,2.170107040386989983e+00
-6.673892696539946101e+00,1.126706227779374236e+00
-7.085997115122962597e+00,-7.091958778926708007e-01
-9.669089244516467119e+00,-2.210269443214232687e+00
-6.785293788236189449e+00,-1.717330687405321799e+00
-7.785599962916712968e+00,-4.978024387214838309e-01
-6.785783416408333935e+00,-1.668932578885862661e+00
-7.928586876732257593e+00,-6.815027403646942705e-01
-6.903059346738540825e+00,2.675693573610959941e+00
-8.526846539595617003e+00,-2.482271875030960806e-01
-7.908710187310556528e+00,-4.982588867992405746e-01
-7.040744119507164278e+00,-2.350212174483064242e-01
-9.065056786174620740e+00,4.985808185102693080e-01
-6.827542930194254289e+00,-3.831170861004745132e-01
-6.214520792597182819e+00,1.214010573963927531e+00
-7.668673315716981520e+00,-4.680751259523768248e-01
-7.924517015910546469e+00,1.667307821158083403e+00
-6.813655207844843353e+00,2.231954162782218809e+00
-9.138989343080337946e+00,6.199335955834531786e-01
-8.227620542758154798e+00,-5.529606450451890476e-01
-7.223600987387825967e+00,-9.413189478446154501e-01
-6.804145988189381100e+00,1.512596979433528388e-01
-8.659301550940098124e+00,-1.686027494851100927e+00
-7.531201303184738016e+00,-8.213480776402639627e-01
-7.366419851609885328e+00,-5.170130782108945944e-01
-7.596540383461808155e+00,-9.582172998791374519e-02
-9.044957438426163066e+00,-3.755325776811109795e-01
-6.882085166243073537e+00,-1.095242305718368891e+00
-9.139777428393099257e+00,-8.743027331101890232e-01
-6.871381243497746816e+00,-2.030316693291164043e+00
-7.084482613738869894e+00,-7.486343280791603050e-01
6.647906269975835869e+01,2.832589627552499212e-01
7.127809124579964362e+01,-9.882640300947506118e-01
7.177520194677448728e+01,-1.616957401096935198e+00
4.877602344487185348e+01,-1.322415186912100582e+00
4.727532957596755381e+01,-1.099043809573742481e+00
5.577600901810684064e+01,-4.191349449198222832e-01
5.527847645883596783e+01,2.802400575791236914e+00
6.087703963206143953e+01,-1.408277918803738427e+00
6.477983484136085224e+01,-8.381018270486411126e-01
7.017890971605920925e+01,1.901668027057458632e+00
6.545927140463889771e+01,1.737932586929063494e-01
5.657917850379585900e+01,2.037617097333253025e+00
