1.237037570503502604e+00,-1.174742121697117891e+00,-1.688984688489543196e+00,1.377823510981718069e+00
-1.039277357271274127e+00,7.356506687725867799e-01,-2.513286092429827812e-01,8.103907533941212549e-02
7.828847244875324352e-01,-7.103064934176422929e-01,-4.364978411882193821e-01,-2.732040307143075997e-01
-1.156731470868026301e+00,5.947008252326696498e-01,-6.465729870210156216e-01,1.028899167095388645e+00
-1.529529452813241375e-01,-6.971021782288495672e-01,1.594448379859154219e+00,3.162221018355873547e-01
5.277038702325275582e-02,-4.167657326100554505e-02,-6.432418672044621921e-01,-8.524280089958190254e-02
-5.357680605976574695e-01,3.066109834005352752e-01,8.092228369277285616e-01,-1.752576944019446359e-01
-8.825522812400172779e-01,1.258913526338711064e-01,7.281513018849719021e-01,5.466692295604177465e-01
-4.177575901318115736e-01,-1.335987877680332170e-02,-2.187203746267337712e-01,-3.767075387362783245e-01
-1.110172748263273057e+00,1.027420643800911915e+00,1.296423335452060677e+00,-5.346562551502654914e-01
6.357243562455858754e-01,-1.042302983927623217e+00,-1.793662158310724009e-01,-5.659988204355441699e-01
-8.576016698807497063e-01,1.942314213505023091e-01,-8.393107195885404770e-02,6.137445535606117497e-01
2.491355391561892230e+00,-1.767992780677958731e+00,2.149740307809865636e-01,-8.684417986843034898e-01
-5.387519055210820973e-01,4.939574446810756081e-01,-6.091557623005219302e-01,2.536216352731666124e-01
6.793697926061161851e-01,-1.543343274368325080e+00,-9.131677923965257904e-01,1.639102980496897621e-01
-1.634839927787247182e+00,1.408062071322763620e+00,-1.183659495875760692e-01,3.497047925926167755e-01
-5.035462957878694690e-01,3.899462881061216413e-01,-1.690292984043124669e-01,-2.719453555043371273e-01
-1.465925977574756622e+00,6.869246601095512217e-01,-6.299440875972175391e-01,1.279470187813740001e+00
1.210898907382386547e+01,8.148698598682070582e+00,1.200552807239304354e+00,2.338625301640452570e+00
6.240317286525149942e-01,-2.523248902597509113e-01,4.081792414627793963e-01,-2.220406237858934873e+00
1.082423444500629106e+00,-1.494232898709456414e+00,-1.859276549466017114e-01,-8.828747099516277563e-01
7.614914085359564266e-01,-1.421916080469526111e+00,-2.759507945570831566e-01,-7.185389902963231767e-01
-8.476982332585475399e-02,8.773117220305237662e-01,-7.825083725991416328e-02,-1.526517396973871232e+00
-4.975825314813549505e-01,-2.158976068875848031e-02,6.073969432542787317e-01,-2.347351725805589540e-01
-1.660140126857344800e+00,1.202504010920026900e+00,-3.754695514264844158e-02,5.584326708993444521e-01
-8.571974287163076911e-02,-1.138638956679266373e-01,-1.243536130449238442e-01,-7.531664498334849078e-01
-1.322929149488452527e+00,1.313491304590300279e+00,8.578865328275619984e-02,-7.762099389121365212e-01
-1.087279650111447227e+00,1.443850966468086083e+00,1.108111691720701786e-01,-4.110497864005714930e-01
1.187369112597163490e+00,-2.023054752259781708e+00,4.743689781235300162e-01,-1.504640178056156075e-01
3.141547212481249352e-01,-1.861549661492681640e+00,3.957560245854335523e+00,1.163850750451715044e+00
9.649606514488232034e-02,-5.614337338231103480e-01,-7.055785395784948122e-01,-2.246908444552577211e-01
1.132398203920952140e+00,-1.482605800991069644e+00,-1.571301028174662440e+00,7.660217255441476025e-01
-9.447716144319889819e-01,7.870977982377685978e-02,4.565477657048723215e-01,7.723239238186279110e-01
-1.343991952911144594e+00,2.600880038351725876e+00,1.194332468354465382e-01,-1.501830627665441398e+00
1.790197040322430322e+00,-2.411024969099843762e+00,8.703869160503936442e-01,-6.384561094186951280e-01
-2.665665909333803790e-02,-4.716414561578597953e-01,4.490880754797477725e-01,7.332446023261138257e-02
-8.649143056750669967e-01,2.113703537925825937e-01,-4.896783265681174391e-01,3.745242763779949580e-01
-1.469028614202964933e+00,1.521382135861586216e+00,7.110261420921409892e-01,-6.556069170413888481e-01
2.398212705858137894e-01,5.096686524519450368e-01,1.120429014051106398e-01,-2.318101937288921555e+00
3.520187713977317445e-01,-1.062748071874590305e+00,-2.899200098582336294e-01,-4.024360164729191558e-01
2.363340078793896848e-01,-1.015915223038840409e+00,-3.300051916472138691e-01,5.844478911390582621e-02
-4.442730586972863382e-01,3.279827373408313873e-01,-7.259503192110083880e-01,3.988342498301791772e-01
-1.155639331469977105e+00,5.198535428774807565e-01,-9.113638802154888641e-01,1.555989699452952513e+00
-9.290201596256446592e-01,4.127552419865806455e-01,-7.907465229023504794e-01,1.243596991780513639e+00
-6.460796462429643228e-01,3.412602862024083361e-01,-4.151714216782044775e-01,-2.317689187026396036e-01
-1.406385221640811034e+00,7.659412434240954193e-01,-6.985463391489443730e-01,1.337387777266520583e+00
5.821731575308221052e-01,1.090828976843712717e+00,-3.403038692486121120e-02,-1.779222833817559302e+00
