1.452312649528412436e+00,-2.493411666545784389e+00,-1.142235630774861149e-01,2.559319477240892121e-02,-1.157827928668761219e-01,1.343352384218942097e+00,-1.799176707045457013e-01,-5.781443021936439886e-01
-1.882345108862690242e-01,3.648599473166173057e-01,-3.155361022698893181e-01,-1.290628250665778909e+00,-1.157827928668761219e-01,-2.997339643594612579e-01,-2.746731868115141473e-01,-2.886580248945747051e-01
6.810098292852503898e-02,-1.152543095434761744e+00,7.269752614050543071e-01,1.352783152255912225e-01,-1.157827928668761219e-01,7.847139537465987191e-02,1.951699086254609916e-01,-2.054307201710922903e-01
7.409816541923593958e-01,5.632132862383661953e-01,-1.041699190071056824e+00,-9.615728893062318594e-01,-1.157827928668761219e-01,-1.291254020659527713e-01,-2.743453130533585749e-01,-5.311027821325451370e-01
-2.802482725202273123e-02,-4.285534083703782526e-01,5.833004194457341862e-02,-8.409192568077339391e-02,-1.157827928668761219e-01,-4.192051774586300628e-01,-2.527712197667200678e-01,1.810117485523677461e+00
5.295048717951544859e-01,5.532956192922785510e-01,4.969037880423084474e-01,2.559319477240892121e-02,-1.157827928668761219e-01,4.129449172036382398e-01,-1.458187998563632570e-01,-5.093913113351149491e-01
-3.443321459739222268e-02,1.049178966596650886e+00,3.818680513609352678e-01,-5.228324074935026822e-01,-8.371986561143350547e-02,-2.305022641301898156e-01,-5.663713763803999990e-02,7.281625241184060959e-01
3.605904620167577762e-02,5.632132862383661953e-01,-1.063268390698814292e+00,1.352783152255912225e-01,-1.157827928668761219e-01,-4.256810677067893178e-01,-2.893055368904823288e-01,5.798008070026330341e-01
-2.802482725202273123e-02,8.309902937827271519e-01,-7.108516182197162359e-02,5.740187970383204830e-01,-1.157827928668761219e-01,-3.112092300828098734e-01,-2.520498974987777641e-01,-5.311027821325451370e-01
-1.566037790140787145e+00,4.640366167774917505e-01,-7.756790489953816481e-01,-7.422026483998672708e-01,-1.157827928668761219e-01,-4.078478756319235399e-01,-2.835257782817153793e-01,8.946171335653708701e-01
-2.587267716853374755e-01,-8.847660878904006765e-01,2.524528475943901840e-01,1.341814640210596599e+00,-1.157827928668761219e-01,-2.750664028616405798e-01,-1.261463743670272475e-01,-2.995137602932897991e-01
6.768977807386609147e-01,2.656832778557428609e-01,1.446068444556029287e-01,-1.509998491572143386e+00,-1.157827928668761219e-01,-2.949629800952706660e-01,-2.713944492299581457e-01,2.251801173112732424e-01
5.230964844497840716e-01,-1.380649435194772900e+00,2.560357314764438730e+00,1.012759278851049771e+00,-1.157827928668761219e-01,-2.673594282810249911e-01,1.618142019020766043e+00,4.133461975556682599e-01
-6.111880756806793435e-01,-1.399493002392339092e+00,-7.181611806546952526e-01,-1.400313371118961037e+00,-1.157827928668761219e-01,1.945594203020075937e-03,-2.756568080859809755e-01,-3.863596434830105508e-01
5.295048717951544859e-01,-1.945956451121757302e+00,2.884015153073192783e-01,6.837039174915028328e-01,-1.157827928668761219e-01,-3.602101220379653745e-01,-2.738862897919407402e-01,-5.926186160585974472e-01
-7.329474352427063355e-01,4.640366167774917505e-01,-1.602498406392750763e+00,-1.312565274756415157e+00,-1.157827928668761219e-01,-4.022347602167047897e-01,-2.891271735660456144e-01,-4.080711142804407388e-01
-1.561925741594197559e-01,7.119782904296778625e-01,-2.363292044090494967e-02,-1.937770461339557160e-01,-1.157827928668761219e-01,1.748733758561353199e-02,-2.433874728083068040e-01,-3.031323387595281638e-01
8.691494010997564690e-01,4.640366167774917505e-01,-1.135165726124672592e+00,-1.531935515662779856e+00,-1.157827928668761219e-01,-4.193788465286864553e-01,-2.579555596306764009e-01,-4.649551677697078556e-01
-1.758289410501882477e+00,-1.033531092081712455e+00,4.250064526164502587e-01,7.933890379446850716e-01,1.024054271064109045e+01,5.726701385848860681e+00,9.021531478174219743e+00,-4.983184612284256160e-02
